Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
2018,Tesla,Model,106870 km,Sedan,Electric ZEV 271hp,1 Speed Automatic,RWD,Gray,null,null,null,Electric,null,null,43988
2020,Tesla,Model,86603 km,Sedan,Dual Electric Motor,1 Speed Automatic,null,Dark Grey,Black,null,null,Electric,null,null,52395
2019,Tesla,Model,52800 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Red Multi-Coat,Black,5,4,Electric,null,null,69777
2020,Tesla,Model,79000 km,Sedan,null,Automatic,AWD,White,null,null,4 doors,Electric,null,null,60000
2018,Tesla,Model,46000 km,Sedan,null,null,AWD,Black,null,null,4 doors,Electric,null,null,89000
2021,Tesla,Model,7250 km,Sedan,null,Automatic,AWD,Blue,null,null,5 doors,Electric,null,null,160000
2022,Tesla,Model,100 km,null,null,null,AWD,White,null,null,5 doors,Electric,null,null,164250
2021,Tesla,Model,24534 km,Sedan,Electric Motor,Automatic,null,Grey,White,null,null,Electric,null,null,51995
2022,Tesla,Model,3732 km,Sedan,Electric Motor,Automatic,null,Pearl White Multi-Coat,Black,null,null,Electric,null,null,54995
2019,Tesla,Model,70160 km,Sedan,Electric Motor,Automatic,RWD,Solid Black,Black,null,4,Electric,null,null,40989
2019,Tesla,Model,53575 km,Sedan,Electric Motor,Automatic,RWD,Red Multi-Coat,Black,5,null,Electric,null,null,42998
2019,Tesla,Model,107082 km,Sedan,Electric Motor,1 Speed Automatic,RWD,Midnight Silver Metallic,null,null,null,Electric,null,null,43595
2018,Tesla,Model,106870 km,Sedan,Electric ZEV 271hp,1 Speed Automatic,RWD,Gray,null,null,null,Electric,null,null,43988
2022,Tesla,Model,null,null,null,null,null,White,Black,5,4,Electric,null,null,64990
2019,Tesla,Model,61033 km,Sedan,Electric,Automatic,RWD,Deep Blue Metallic,null,null,null,Electric,null,null,44495
2020,Tesla,Model,18079 km,Sedan,Electric Motor,Automatic,null,Pearl White Multi-Coat,Black,5,null,Electric,null,null,44998
2020,Tesla,Model,65790 km,Sedan,Electric Motor,Automatic,RWD,Pearl White Multi-Coat,null,null,4,Electric,null,null,46000
2015,Tesla,Model,121553 km,Hatchback,Electric Motor,Automatic,AWD,Red Multi-Coat,Black,5,null,Electric,null,null,46910
2020,Tesla,Model,46288 km,Sedan,Electric Motor,Automatic,RWD,Deep Blue Metallic,null,null,4,Electric,null,null,48777
2021,Tesla,Model,41506 km,Sedan,Electric,1 Speed Automatic,RWD,Grey,Black,null,null,Electric,null,null,48995
2021,Tesla,Model,30315 km,Sedan,Electric Motor,1 Speed Automatic,null,Grey,null,null,null,Electric,null,null,49348
2020,Tesla,Model,32107 km,Sedan,Electric Motor,1 Speed Automatic,RWD,Dark Grey,White,5,4,Electric,null,null,49888
2022,Tesla,Model,15005 km,Sedan,Electric Motor,Automatic,RWD,null,null,null,4,Electric,null,null,49998
2022,Tesla,Model,16430 km,Sedan,Electric,Automatic,RWD,Pearl White Multi-Coat,Black,5,4,Electric,null,null,54995
2022,Tesla,Model,7289 km,Sedan,Electric Motor,Automatic,RWD,Grey,Black,5,null,Electric,null,null,50998
2020,Tesla,Model,86603 km,Sedan,Dual Electric Motor,1 Speed Automatic,null,Dark Grey,Black,null,null,Electric,null,null,52395
2021,Tesla,Model,14057 km,Sedan,Electric ZEV 271hp,1 Speed Automatic,null,Pearl White Multi-Coat,Black,null,null,Electric,null,null,52395
2015,Tesla,Model,118909 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Gray Metallic,Black,5,4,Electric,null,null,52888
2020,Tesla,Model,46200 km,Sedan,Electric Motor,Automatic,AWD,HITE,null,5,4,Electric,null,null,53495
2016,Tesla,Model,109076 km,Hatchback,Electric Motor,Automatic,AWD,Black,Black,5,4,Electric,null,null,53910
2018,Tesla,Model,56000 km,Sedan,Electric Motor,Automatic,AWD,Black,Black,5,4,Electric,null,null,56990
2020,Tesla,Model,118784 km,SUV,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,Black,null,4,Electric,null,null,57500
2017,Tesla,Model,138000 km,Hatchback,N/A,Automatic,AWD,Black,null,null,2,Electric,null,null,57711
2022,Tesla,Model,4200 km,Hatchback,Electric Motor,1 Speed Automatic,AWD,Pearl White Multi-Coat,Black,5,4,Electric,null,null,129900
2021,Tesla,Model,69753 km,Sedan,Electric Motor,Automatic,null,Solid Black,Black,null,null,Electric,null,null,58900
2020,Tesla,Model,15521 km,Sedan,Electric Motor,Automatic,AWD,null,null,null,4,Electric,null,null,59600
2022,Tesla,Model,8676 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Grey,null,5,4,Electric,null,null,61985
2021,Tesla,Model,61228 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Grey,Black,5,4,Electric,null,null,61990
2021,Tesla,Model,7860 km,Sedan,Electric,1 Speed Automatic,AWD,Deep Blue Metallic,Black,null,2,Electric,null,null,62980
2022,Tesla,Model,90 km,Sedan,Electric,1 Speed Automatic,AWD,Pearl White Multi-Coat,Black,5,4,Electric,null,null,62990
2020,Tesla,Model,47500 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Pearl White Multi-Coat,Black,null,4,Electric,null,null,66755
2016,Tesla,Model,137888 km,Wagon,Electric ZEV,Automatic,AWD,Blue,Beige,null,4,Electric,null,null,67790
2022,Tesla,Model,26451 km,Sedan,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,Black,5,4,Electric,null,null,68910
2022,Tesla,Model,15005 km,Sedan,Electric Motor,Automatic,RWD,null,null,null,4,Electric,null,null,49998
2021,Tesla,Model,13241 km,SUV,Electric Motor,1 Speed Automatic,AWD,Solid Black,Black,5,4,Electric,null,null,68985
2019,Tesla,Model,52800 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Red Multi-Coat,Black,5,4,Electric,null,null,69777
2022,Tesla,Model,2117 km,Sedan,Dual Electric Motor,1 Speed Automatic,null,Dark Grey,Black,null,null,Electric,null,null,69858
2016,Tesla,Model,81094 km,SUV,Electric Motor,Automatic,AWD,White,Black,7,4,Electric,null,null,69888
2018,Tesla,Model,122513 km,SUV,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,Black,7,4,Electric,null,null,69910
2020,Tesla,Model,39469 km,SUV,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,Black,null,4,Electric,null,null,69950
2022,Tesla,Model,10302 km,Sedan,Electric Motor,1 Speed Automatic,AWD,Red Multi-Coat,Black,5,4,Electric,null,null,69999
2022,Tesla,Model,7566 km,Sedan,Electric Motor,1 Speed Automatic,AWD,GRAY,Black,5,4,Electric,null,null,69999
2021,Tesla,Model,11680 km,Sedan,Electric Motor,Automatic,AWD,Deep Blue Metallic,Black,null,4,Electric,null,null,70335
2021,Tesla,Model,26277 km,Sedan,Electric ZEV 271hp,1 Speed Automatic,null,Pearl White Multi-Coat,Black,null,null,Electric,null,null,55000
2022,Tesla,Model,118 km,Sedan,Dual Electric Motor,1 Speed Automatic,null,Pearl White Multi-Coat,Black,null,null,Electric,null,null,70995
2021,Tesla,Model,21820 km,Sedan,Electric Motor,Automatic,AWD,Pearl White Multi-Coat,White,null,4,Electric,null,null,72245
2021,Tesla,Model,38845 km,SUV,Electric,Automatic,AWD,Gray,Black,null,4,Electric,null,null,72800
