Year,Make,Model,Mileage,Price
2013,Acura,RDX,267187,10995
2019,Acura,MDX,76885,37495
2019,Acura,RDX,65115,37499
2019,Acura,RDX,68268,37995
2020,Acura,RDX,34000,40000
2022,Acura,MDX,46912,59495
2020,Acura,TLX,45042,34995
2019,Acura,RDX,93111,38426
2021,Acura,RDX,92078,44995
2007,Acura,RDX,96700,9888
2015,Acura,TLX,163537,14971
2016,Acura,RDX,179301,16399
2018,Acura,RDX,275000,16990
2019,Acura,TLX,43150,33795
2017,Acura,RDX,211000,18999
2016,Acura,ILX,104368,20295
2015,Acura,MDX,205000,20885
2017,Acura,RDX,166813,20950
2016,Acura,MDX,207000,20995
2017,Acura,ILX,95000,21950
2017,Acura,MDX,227681,21995
2017,Acura,RDX,164570,21996
2016,Acura,TLX,127627,21998
2020,Acura,RDX,97450,36488
2019,Acura,ILX,66208,22890
2016,Acura,MDX,174000,22990
2019,Acura,ILX,8278,24471
2017,Acura,RDX,144854,24880
2016,Acura,RDX,113887,24998
2017,Acura,TLX,51945,25888
2017,Acura,MDX,158248,25888
2017,Acura,TLX,105754,25990
2016,Acura,RDX,91829,26590
2019,Acura,TLX,48340,30777
2017,Acura,RDX,90743,27851
2016,Acura,MDX,84179,27990
2016,Acura,MDX,89542,28000
2018,Acura,RDX,104000,28450
2019,Acura,TLX,92276,28495
2019,Acura,TLX,58610,28495
2018,Acura,TLX,81726,28880
2017,Acura,MDX,123206,28898
2018,Acura,TLX,88668,29028
2018,Acura,ILX,33810,26988
2017,Acura,MDX,124623,29686
2019,Acura,TLX,75665,29690
2019,Acura,TLX,41613,29749
2017,Acura,RDX,62965,29777
2018,Acura,RDX,98175,29800
2019,Acura,TLX,89000,29850
2018,Acura,TLX,94000,29888
2017,Acura,MDX,92068,29888
2017,Acura,MDX,111938,29987
2019,Acura,RDX,39621,39998
2020,Acura,ILX,36253,29998
2017,Acura,MDX,107220,29998
2019,Acura,TLX,85350,30495
2019,Acura,TLX,48340,30777
2019,Acura,TLX,62000,30950
2019,Acura,TLX,91759,30995
2016,Acura,RLX,91622,30998
2018,Acura,RDX,69806,31249
2019,Acura,TLX,119000,31450
2017,Acura,MDX,91412,33994
2019,Acura,TLX,53420,31495
2017,Acura,MDX,112565,31499
2019,Acura,ILX,48752,31795
2017,Acura,MDX,101114,31895
2017,Acura,MDX,113125,31908
2017,Acura,MDX,115222,31909
2018,Acura,TLX,61062,31950
2020,Acura,TLX,134000,32450
2019,Acura,TLX,27630,32495
2020,Acura,TLX,53577,34788
2019,Acura,MDX,124467,32500
2020,Acura,TLX,123026,32750
2019,Acura,RDX,134782,32880
2019,Acura,TLX,82000,32950
2017,Acura,MDX,99185,32995
2019,Acura,TLX,29012,33295
2017,Acura,MDX,65522,33390
2019,Acura,TLX,23216,33495
2019,Acura,TLX,43150,33795
2021,Acura,TLX,21448,45295
2019,Acura,TLX,38069,33888
2017,Acura,MDX,91412,33994
2019,Acura,MDX,116802,33995
2019,Acura,TLX,60558,33995
2020,Acura,TLX,67684,33995
2020,Acura,TLX,67688,33999
2019,Acura,RDX,114612,34390
2020,Acura,TLX,43664,34398
2018,Acura,MDX,118800,34488
2021,Acura,RDX,58742,43795
2016,Acura,MDX,87219,34550
2019,Acura,RDX,105349,34664
2020,Acura,TLX,53577,34788
2019,Acura,MDX,141120,34880
2019,Acura,MDX,94572,34900
2018,Acura,MDX,98000,34950
2018,Acura,TLX,68732,34954
2020,Acura,TLX,83001,34995
2018,Acura,RLX,115527,34998
2019,Acura,RDX,57124,39099
2019,Acura,RDX,90274,34998
2020,Acura,TLX,48649,34999
2020,Acura,TLX,29007,34999
2019,Acura,MDX,102000,35480
2019,Acura,MDX,95186,35495
2020,Acura,TLX,70439,35750
2019,Acura,RDX,102000,35850
2020,Acura,TLX,82071,35950
2021,Acura,ILX,9209,35995
2021,Acura,RDX,32479,45295
2018,Acura,MDX,65157,35997
2018,Acura,MDX,77127,36486
2020,Acura,RDX,97450,36488
2019,Acura,MDX,57718,36490
2020,Acura,TLX,28693,36499
2019,Acura,TLX,58610,28495
2019,Acura,RDX,62325,38950
2020,Acura,RDX,48759,39495
2020,Acura,MDX,64714,45499
2021,Acura,RDX,19512,48400
2018,Acura,TLX,106548,28998
2019,Acura,MDX,88199,39495
2018,Acura,RDX,102956,30999
2020,Acura,RDX,61475,44995
2019,Acura,MDX,110434,36850
2019,Acura,RDX,77186,36950
2019,Acura,RDX,77034,36950
2019,Acura,RDX,103286,36995
2020,Acura,MDX,65684,41295
2019,Acura,RDX,75420,37195
2017,Acura,MDX,95263,37490
2019,Acura,MDX,76885,37495
2019,Acura,RDX,68263,37498
2019,Acura,RDX,65115,37499
2020,Acura,TLX,54353,37590
2020,Acura,RDX,65795,37795
2022,Acura,ILX,19385,37950
2020,Acura,MDX,62224,37950
2019,Acura,RDX,57124,39099
2020,Acura,TLX,60360,37990
2019,Acura,RDX,62595,37995
2019,Acura,MDX,91957,37995
2019,Acura,RDX,68268,37995
2019,Acura,MDX,90715,37995
2019,Acura,RDX,75786,38688
2019,Acura,MDX,72554,38888
2019,Acura,RDX,62325,38950
2020,Acura,RDX,79538,38990
2019,Acura,TLX,27630,32495
2019,Acura,RDX,52590,38995
2019,Acura,RDX,81600,38995
2019,Acura,RDX,61006,39088
2020,Acura,RDX,48759,39495
2020,Acura,RDX,88483,39588
2020,Acura,TLX,52337,39799
2019,Acura,RDX,34003,39850
2020,Acura,RDX,99000,39850
2020,Acura,RDX,83981,39890
2020,Acura,TLX,53577,34788
2019,Acura,MDX,80924,39988
2019,Acura,MDX,59708,39988
2019,Acura,RDX,62433,39990
2020,Acura,MDX,96457,39990
2020,Acura,TLX,15746,39995
2019,Acura,MDX,78000,39995
2018,Acura,MDX,52255,39995
2019,Acura,RDX,39621,39998
2020,Acura,RDX,34000,40000
2020,Acura,RDX,48368,42888
2019,Acura,RDX,64691,40400
2019,Acura,RDX,53020,40790
2020,Acura,TLX,49921,40850
2020,Acura,RDX,96233,40888
2019,Acura,RDX,33032,40888
2019,Acura,RDX,36654,40950
2020,Acura,RDX,83493,40990
2020,Acura,MDX,65684,41295
2019,Acura,RDX,45825,41500
2020,Acura,RDX,39100,44988
2020,Acura,RDX,56299,41550
2021,Acura,TLX,38897,41694
2020,Acura,RDX,74112,41777
2020,Acura,RDX,60425,41990
2020,Acura,MDX,53960,41990
2020,Acura,RDX,35473,41990
2020,Acura,MDX,45555,42389
2021,Acura,TLX,19219,42442
2020,Acura,RDX,64010,42495
2021,Acura,TLX,21448,45295
2020,Acura,RDX,41071,42495
2020,Acura,RDX,55628,42499
2020,Acura,RDX,44502,42599
2021,Acura,RDX,72073,42690
2020,Acura,RDX,56139,42888
2020,Acura,RDX,48368,42888
2019,Acura,MDX,65060,42888
2020,Acura,TLX,12980,42888
2021,Acura,RDX,72996,42950
2021,Acura,RDX,32479,45295
2020,Acura,RDX,59380,42994
2023,Acura,Integra,11159,42995
2019,Acura,MDX,52539,42995
2020,Acura,RDX,42017,43290
2020,Acura,RDX,16020,43790
2021,Acura,RDX,58742,43795
2019,Acura,MDX,53052,43880
2020,Acura,MDX,87542,43988
2020,Acura,RDX,45995,43998
2021,Acura,RDX,58742,43795
2021,Acura,RDX,44337,44495
2020,Acura,RDX,50702,44599
2020,Acura,RDX,39100,44988
2020,Acura,RDX,35198,44990
2019,Acura,MDX,55784,44995
2020,Acura,MDX,57590,44997
2021,Acura,RDX,32479,45295
2021,Acura,TLX,21448,45295
2021,Acura,RDX,55468,45390
2019,Acura,RDX,68268,37995
2020,Acura,MDX,44476,45495
2020,Acura,RDX,40619,45495
2020,Acura,MDX,64714,45499
2021,Acura,RDX,39904,45500
2020,Acura,RDX,53943,45588
2020,Acura,RDX,33348,45995
2021,Acura,TLX,46305,45995
2020,Acura,MDX,62354,45995
2020,Acura,MDX,32069,46495
2020,Acura,RDX,97450,36488
2021,Acura,RDX,67950,46989
2020,Acura,MDX,80754,46990
2021,Acura,TLX,29704,47099
2021,Acura,RDX,19487,47965
2021,Acura,RDX,33413,47988
2021,Acura,RDX,33880,47988
2022,Acura,TLX,12239,51988
2019,Acura,RDX,65115,37499
2020,Acura,MDX,62224,37950
2019,Acura,RDX,62325,38950
2019,Acura,RDX,39621,39998
2022,Acura,MDX,23388,66888
2020,Acura,TLX,45042,34995
2019,Acura,RDX,68000,31900
2020,Acura,MDX,38797,46999
2021,Acura,RDX,32194,47998
2021,Acura,RDX,19512,48400
2022,Acura,RDX,24351,48888
2022,Acura,RDX,21621,48988
2019,Acura,TLX,43150,33795
2022,Acura,TLX,30540,49988
2020,Acura,MDX,35690,49995
2022,Acura,TLX,12209,50188
2022,Acura,RDX,29776,52795
2022,Acura,RDX,29947,53999
2022,Acura,MDX,69612,54995
2020,Acura,MDX,54520,54995
2021,Acura,TLX,29841,56295
2021,Acura,TLX,20562,56950
2018,Acura,ILX,33810,26988
2022,Acura,RDX,20040,57500
2021,Acura,TLX,9470,57795
2022,Acura,RDX,8709,58995
2022,Acura,MDX,46912,59495
2022,Acura,MDX,48950,59990
2022,Acura,MDX,48798,59995
2022,Acura,MDX,31000,60899
2022,Acura,MDX,20887,60950
2022,Acura,MDX,60853,60995
2017,Acura,MDX,91412,33994
2022,Acura,MDX,32865,62599
2022,Acura,MDX,49319,62700
2022,Acura,MDX,12596,80950
2013,Acura,RDX,267187,10995
2013,Acura,MDX,316223,11980
2009,Acura,TSX,123535,11999
2011,Acura,MDX,161202,13985
2013,Acura,MDX,223000,13999
2015,Acura,TLX,192552,14888
2019,Acura,RDX,39621,39998
2014,Acura,TL,136541,16900
2014,Acura,RDX,158868,17998
2015,Acura,RDX,172000,17999
2015,Acura,TLX,137835,19450
2016,Acura,ILX,76836,19890
2015,Acura,TLX,141000,20800
2016,Acura,ILX,113879,20990
2016,Acura,ILX,98654,20999
2014,Acura,MDX,161972,20999
2019,Acura,TLX,48340,30777
2017,Acura,ILX,121235,21590
2016,Acura,TLX,121292,21995
2014,Acura,MDX,145020,22590
2018,Acura,ILX,104000,22950
2015,Acura,TLX,81821,23990
2016,Acura,MDX,193000,23995
2016,Acura,MDX,145000,23999
2017,Acura,RDX,141456,24998
2017,Acura,TLX,95695,25790
2020,Acura,RDX,97450,36488
2018,Acura,TLX,131167,25982
2017,Acura,TLX,105754,25990
2019,Acura,TLX,73340,26471
2018,Acura,ILX,37089,26495
2016,Acura,RDX,91829,26590
2018,Acura,ILX,33810,26988
2017,Acura,TLX,90049,27845
2018,Acura,ILX,75296,27900
2018,Acura,TLX,106548,28998
2019,Acura,RDX,90274,34998
2017,Acura,MDX,163527,29780
2019,Acura,TLX,133630,29990
2018,Acura,RDX,76620,29999
2019,Acura,ILX,40734,30989
2019,Acura,TLX,73586,31900
2017,Acura,MDX,123240,32480
2019,Acura,TLX,55167,32995
2019,Acura,TLX,56536,33495
2019,Acura,MDX,119061,33880
2020,Acura,TLX,53577,34788
2021,Acura,ILX,29397,33990
2019,Acura,ILX,17885,33995
2019,Acura,RDX,114342,34495
2018,Acura,MDX,94862,34743
2017,Acura,MDX,99000,35950
2018,Acura,MDX,78383,35995
2020,Acura,ILX,30500,35999
2019,Acura,TLX,68401,36995
2019,Acura,RDX,108375,37488
2020,Acura,MDX,65684,41295
2019,Acura,RDX,64162,37995
2020,Acura,TLX,81676,38549
2019,Acura,RDX,58502,38995
2019,Acura,RDX,50456,40590
2020,Acura,RDX,94838,40995
2019,Acura,RDX,50337,41000
2021,Acura,TLX,19036,41942
2019,Acura,MDX,58415,41990
2019,Acura,RDX,24015,42995
2020,Acura,TLX,123026,32750
2020,Acura,TLX,67688,33999
2020,Acura,MDX,62224,37950
2020,Acura,MDX,96457,39990
2020,Acura,MDX,64714,45499
2022,Acura,MDX,48950,59990
2020,Acura,RDX,60892,38495
2019,Acura,MDX,102550,39597
2020,Acura,RDX,61475,44995
2019,Acura,MDX,68652,42995
2019,Acura,MDX,65360,42995
2021,Acura,TLX,16440,43130
2019,Acura,RDX,47950,43890
2019,Acura,TLX,48340,30777
2020,Acura,RDX,73138,43988
2019,Acura,MDX,43006,43995
2020,Acura,RDX,52252,43995
2020,Acura,RDX,42750,43995
2021,Acura,RDX,66126,44090
2019,Acura,RDX,13289,44459
2020,Acura,RDX,62688,44495
2021,Acura,RDX,35995,46523
2019,Acura,MDX,88220,47276
2019,Acura,TLX,43150,33795
2021,Acura,RDX,20574,48988
2020,Acura,RDX,27800,49099
2022,Acura,TLX,7700,49988
2022,Acura,TLX,15258,50995
2022,Acura,TLX,14200,50995
2021,Acura,RDX,29422,51900
2022,Acura,RDX,20124,54888
2022,Acura,RDX,19147,56995
2022,Acura,RDX,37957,57150
2019,Acura,RDX,39621,39998
2022,Acura,MDX,65329,58790
2022,Acura,MDX,21592,66888
2022,Acura,MDX,23388,66888
2022,Acura,MDX,30007,67988
2023,Acura,MDX,5026,71900
2008,Acura,MDX,184000,9995
2013,Acura,MDX,244685,11888
2013,Acura,TL,230419,11950
2012,Acura,TL,153457,14498
2020,Acura,RDX,97450,36488
2016,Acura,ILX,203360,15699
2014,Acura,TL,168000,15895
2011,Acura,MDX,154800,15995
2015,Acura,ILX,171697,15995
2013,Acura,ILX,128645,16888
2013,Acura,ILX,124000,17495
2013,Acura,ILX,107000,18490
2013,Acura,RDX,169626,18888
2014,Acura,MDX,220000,18995
2018,Acura,ILX,33810,26988
2017,Acura,TLX,191000,19995
2016,Acura,ILX,113879,20990
2014,Acura,RDX,116409,21888
2017,Acura,ILX,122000,21950
2013,Acura,MDX,128536,22827
2015,Acura,RDX,100000,22990
2017,Acura,ILX,102675,22995
2014,Acura,MDX,130759,23987
2017,Acura,ILX,97266,24495
2017,Acura,MDX,91412,33994
2018,Acura,ILX,39466,26995
2020,Acura,ILX,10717,28995
2018,Acura,TLX,87778,29995
2017,Acura,RDX,97205,30988
2017,Acura,RDX,92728,30995
2017,Acura,RDX,77118,30995
2019,Acura,TLX,48329,31995
2019,Acura,ILX,29094,32995
2020,Acura,ILX,41067,33529
2020,Acura,RDX,59380,42994
2017,Acura,MDX,120439,33995
2019,Acura,TLX,60529,34789
2019,Acura,TLX,65339,34995
2019,Acura,RDX,106120,35988
2019,Acura,TLX,34396,36499
2019,Acura,RDX,91504,37108
2019,Acura,MDX,67208,40495
2019,Acura,RDX,65882,41990
2022,Acura,MDX,27484,63495
2019,Acura,RDX,90274,34998
2013,Acura,ILX,135000,17490
2020,Acura,RDX,50329,44995
2002,Acura,EL,229000,2998
2003,Acura,EL,250773,3999
2003,Acura,RL,205218,5399
2003,Acura,RSX,230098,6999
2002,Acura,EL,123338,7500
2005,Acura,RSX,191492,7999
2008,Acura,RDX,226356,8995
2021,Acura,RDX,58742,43795
2004,Acura,TSX,152883,10990
2013,Acura,ILX,158394,12995
2017,Acura,ILX,109190,19880
2013,Acura,RDX,98000,21590
2016,Acura,TLX,117699,21995
2016,Acura,ILX,99000,22900
2016,Acura,RDX,81000,24880
2017,Acura,ILX,75477,26888
2019,Acura,ILX,66724,28988
2021,Acura,TLX,21448,45295
2019,Acura,ILX,41116,29995
2020,Acura,TLX,45042,34995
2019,Acura,TLX,103658,34995
2019,Acura,TLX,50412,35995
2019,Acura,RDX,80862,35995
2019,Acura,RDX,79032,36291
2019,Acura,MDX,85772,37995
2019,Acura,RDX,67934,37995
2019,Acura,RDX,65969,38989
2019,Acura,RDX,68268,37995
2019,Acura,RDX,57124,39099
2020,Acura,TLX,31756,39836
2019,Acura,RDX,28114,39999
2020,Acura,RDX,25777,40788
2019,Acura,MDX,55000,40999
2022,Acura,TLX,12239,51988
2020,Acura,TLX,123026,32750
2018,Acura,MDX,118800,34488
2020,Acura,RDX,79538,38990
2020,Acura,RDX,60425,41990
2019,Acura,MDX,88199,39495
2021,Acura,RDX,41141,43996
2020,Acura,RDX,61475,44995
2019,Acura,RDX,97128,34980
2020,Acura,RDX,49219,42888
2020,Acura,RDX,55635,42995
2020,Acura,MDX,48622,45995
2022,Acura,TLX,12239,51988
2017,Acura,MDX,91412,33994
2022,Acura,MDX,50845,60866
2022,Acura,MDX,45339,61417
2017,Acura,NSX,7222,184995
2005,Acura,TSX,316168,3000
2011,Acura,TSX,234000,9500
2011,Acura,RDX,240000,9999
2011,Acura,MDX,184200,11000
2014,Acura,RDX,290000,11600
2007,Acura,TL,178878,12999
2018,Acura,ILX,33810,26988
2010,Acura,MDX,181045,13980
2019,Acura,RDX,68000,31900
2019,Acura,RDX,110024,34995
2019,Acura,TLX,10735,35495
2022,Acura,ILX,10122,35995
2020,Acura,TLX,98674,37707
2020,Acura,RDX,60892,38495
2019,Acura,RDX,34586,40995
2019,Acura,TLX,43150,33795
2021,Acura,RDX,49050,46495
2012,Acura,TSX,142791,10985
2019,Acura,TLX,45448,33995
2019,Acura,RDX,93111,38426
2019,Acura,MDX,88199,39495
2020,Acura,RDX,102340,39995
2020,Acura,RDX,48600,43995
2021,Acura,RDX,92078,44995
2021,Acura,RDX,19457,49635
2019,Acura,RDX,39621,39998
2011,Acura,MDX,253908,8995
2015,Acura,RDX,230000,13888
2013,Acura,MDX,223000,13975
2014,Acura,MDX,258751,13995
2018,Acura,TLX,368297,14988
2014,Acura,RDX,177000,14995
2015,Acura,TLX,197300,15495
2014,Acura,TL,132546,15910
2012,Acura,MDX,136900,16988
2019,Acura,RDX,90274,34998
2015,Acura,RDX,165435,17995
2015,Acura,RDX,161000,17995
2015,Acura,MDX,244992,18288
2015,Acura,RDX,160000,18450
2015,Acura,RDX,154925,18490
2016,Acura,TLX,162749,18495
2015,Acura,MDX,206795,18990
2015,Acura,TLX,87904,19300
2015,Acura,TLX,114020,19900
2019,Acura,TLX,48340,30777
2013,Acura,MDX,135000,19990
2017,Acura,RDX,182129,19990
2016,Acura,RDX,188320,19997
2013,Acura,MDX,136050,19999
2016,Acura,MDX,187403,20880
2014,Acura,RDX,113000,20991
2016,Acura,RDX,63846,21995
2015,Acura,RDX,92500,21999
2019,Acura,ILX,66208,22890
2019,Acura,RDX,68268,37995
2016,Acura,TLX,106520,22895
2014,Acura,MDX,64944,22995
2018,Acura,ILX,80623,23200
2015,Acura,TLX,77813,23500
2016,Acura,RDX,119925,23995
2018,Acura,TLX,77860,23999
2018,Acura,TLX,71950,24999
2017,Acura,RDX,139828,25027
2018,Acura,RDX,76548,25900
2020,Acura,RDX,97450,36488
2016,Acura,MDX,149000,25950
2017,Acura,RDX,73000,25950
2019,Acura,TLX,119303,26987
2018,Acura,RDX,55656,26995
2016,Acura,MDX,124021,27500
2018,Acura,TLX,72702,27880
2017,Acura,MDX,159598,27888
2016,Acura,MDX,84179,27990
2019,Acura,TLX,97173,27995
2020,Acura,RDX,39100,44988
2017,Acura,MDX,86786,27999
2017,Acura,MDX,149000,28588
2019,Acura,TLX,56700,28880
2019,Acura,TLX,80000,28950
2018,Acura,TLX,72000,29880
2017,Acura,MDX,113613,29900
2018,Acura,RDX,89992,29900
2019,Acura,ILX,74148,29990
2019,Acura,MDX,175350,29995
2020,Acura,RDX,59380,42994
2019,Acura,TLX,62099,30588
2016,Acura,MDX,53000,30900
2019,Acura,TLX,96546,30990
2018,Acura,RDX,102956,30999
2019,Acura,TLX,51852,31500
2017,Acura,MDX,115222,31909
2017,Acura,MDX,107036,31995
2018,Acura,RDX,63726,32442
2019,Acura,TLX,69025,32499
2020,Acura,TLX,53577,34788
2019,Acura,RDX,77300,32880
2019,Acura,TLX,64785,32888
2018,Acura,MDX,107210,32900
2021,Acura,ILX,35351,32900
2020,Acura,ILX,30825,33300
2019,Acura,RDX,77034,36950
2017,Acura,MDX,107220,29998
2022,Acura,MDX,23388,66888
2020,Acura,TLX,31756,39836
2022,Acura,MDX,45339,61417
2017,Acura,MDX,115222,31909
2017,Acura,MDX,115222,31909
2019,Acura,MDX,102550,39597
2019,Acura,RDX,47950,43890
2017,Acura,MDX,65522,33390
2017,Acura,MDX,97000,33777
2017,Acura,MDX,74152,33988
2019,Acura,RDX,114612,34390
2019,Acura,TLX,43150,33795
2017,Acura,MDX,76750,34500
2019,Acura,RDX,93731,34705
2018,Acura,MDX,82000,34777
2018,Acura,MDX,63000,34880
2020,Acura,TLX,15288,34888
2017,Acura,MDX,112071,34995
2019,Acura,RDX,48001,34999
2018,Acura,MDX,102961,35555
2019,Acura,RDX,101793,35798
2019,Acura,TLX,48340,30777
2020,Acura,TLX,62816,35900
2020,Acura,TLX,48508,35900
2019,Acura,RDX,41246,35900
2020,Acura,RDX,80441,35987
2019,Acura,MDX,71695,35995
2017,Acura,MDX,39000,35995
2019,Acura,RDX,98001,35998
2019,Acura,RDX,80538,36000
2018,Acura,MDX,60893,36188
2018,Acura,ILX,33810,26988
2020,Acura,TLX,14352,36194
2020,Acura,TLX,80435,36500
2019,Acura,MDX,95535,36500
2018,Acura,MDX,74023,36699
2018,Acura,MDX,96015,36897
2018,Acura,MDX,82180,36988
2018,Acura,MDX,91169,36995
2018,Acura,MDX,62037,36996
2020,Acura,TLX,50029,36997
2020,Acura,RDX,97450,36488
2018,Acura,MDX,97831,36997
2019,Acura,RDX,73800,37500
2019,Acura,RDX,57923,37825
2020,Acura,TLX,65284,37900
2019,Acura,MDX,77745,37900
2019,Acura,MDX,111000,37900
2020,Acura,TLX,49542,37990
2019,Acura,MDX,52759,37997
2020,Acura,TLX,47997,38500
2019,Acura,RDX,39621,39998
2019,Acura,RDX,73625,38500
2019,Acura,RDX,51915,38588
2019,Acura,MDX,58824,38699
2020,Acura,TLX,47404,38900
2020,Acura,TLX,39732,38900
2019,Acura,RDX,68267,38989
2019,Acura,MDX,41478,38995
2019,Acura,MDX,102550,39597
2020,Acura,TLX,34492,39598
2017,Acura,MDX,91412,33994
2020,Acura,RDX,121405,39780
2019,Acura,RDX,67873,39888
2019,Acura,RDX,67700,39900
2020,Acura,TLX,23632,39900
2019,Acura,RDX,74495,39988
2019,Acura,RDX,61387,39989
2019,Acura,RDX,43564,39990
2018,Acura,MDX,56349,39990
2020,Acura,TLX,21769,39999
2019,Acura,RDX,90274,34998
2020,Acura,MDX,92229,40500
2020,Acura,RDX,70852,40800
2020,Acura,RDX,79374,41500
2019,Acura,MDX,61479,41742
2019,Acura,RDX,43950,41921
2020,Acura,MDX,53960,41990
2020,Acura,RDX,35473,41990
2021,Acura,TLX,46294,41995
2020,Acura,MDX,95764,42337
2020,Acura,TLX,53577,34788
2020,Acura,RDX,64500,42500
2020,Acura,RDX,54588,42500
2020,Acura,RDX,46739,42800
2020,Acura,RDX,29552,42800
2019,Acura,MDX,54789,42898
2021,Acura,TLX,58050,42900
2020,Acura,RDX,42017,43290
2019,Acura,MDX,49100,43388
2019,Acura,MDX,78600,43474
2020,Acura,RDX,59380,42994
2020,Acura,RDX,37863,43900
2021,Acura,RDX,45973,43900
2021,Acura,RDX,55839,43900
2021,Acura,RDX,41141,43996
2020,Acura,RDX,61574,43998
2020,Acura,RDX,34545,44200
2020,Acura,MDX,50500,44400
2020,Acura,RDX,31822,44500
2021,Acura,RDX,29900,44900
2021,Acura,RDX,58742,43795
2020,Acura,RDX,61475,44995
2020,Acura,RDX,19668,45500
2020,Acura,RDX,45300,45888
2020,Acura,MDX,32000,45900
2021,Acura,RDX,25194,46500
2020,Acura,MDX,65000,46900
2020,Acura,MDX,38797,46999
2021,Acura,TLX,7259,47555
2021,Acura,RDX,37033,47892
2021,Acura,TLX,21448,45295
2021,Acura,RDX,37633,47900
2021,Acura,RDX,47263,48800
2022,Acura,TLX,15100,49980
2022,Acura,RDX,31204,52990
2021,Acura,TLX,24184,55900
2022,Acura,MDX,17582,62800
2021,Acura,TLX,29841,56295
2017,Acura,MDX,115222,31909
2020,Acura,RDX,79538,38990
2022,Acura,RDX,29947,53999
2018,Acura,TLX,106548,28998
2022,Acura,MDX,21592,66888
2019,Acura,ILX,41116,29995
2020,Acura,RDX,55635,42995
2011,Acura,MDX,184200,11000
2011,Acura,MDX,259061,9995
2011,Acura,MDX,168000,12950
2013,Acura,MDX,218600,13495
2013,Acura,MDX,230659,13995
2019,Acura,TLX,43150,33795
2012,Acura,MDX,141000,14995
2013,Acura,MDX,191687,14999
2011,Acura,MDX,154800,15495
2013,Acura,RDX,146000,15950
2015,Acura,RDX,192000,15988
2012,Acura,MDX,175860,15990
2013,Acura,RDX,113209,16995
2013,Acura,MDX,151000,16995
2015,Acura,ILX,140315,16995
2018,Acura,ILX,33810,26988
2015,Acura,TLX,156729,17888
2015,Acura,TLX,138000,17995
2016,Acura,MDX,226214,17999
2016,Acura,ILX,106000,18250
2014,Acura,TL,105840,18888
2015,Acura,RLX,188900,18995
2016,Acura,ILX,76836,19890
2015,Acura,TLX,135000,19900
2016,Acura,RDX,171422,19995
2017,Acura,MDX,91412,33994
2017,Acura,TLX,185361,19998
2017,Acura,RDX,195059,20888
2015,Acura,MDX,214000,20900
2015,Acura,TLX,126050,21990
2015,Acura,RDX,128825,21995
2017,Acura,RDX,169221,22588
2015,Acura,TLX,98374,22880
2016,Acura,RDX,95567,24190
2016,Acura,MDX,143139,24888
2019,Acura,RDX,39621,39998
2016,Acura,MDX,99000,24900
2017,Acura,ILX,36243,24900
2016,Acura,RDX,100634,25888
2017,Acura,MDX,163234,25995
2017,Acura,RDX,82000,26888
2016,Acura,TLX,26500,26990
2018,Acura,ILX,22583,27200
2014,Acura,RLX,68000,27490
2016,Acura,MDX,134500,27900
2019,Acura,TLX,48340,30777
2017,Acura,MDX,143148,28998
2017,Acura,RDX,93672,29377
2017,Acura,MDX,125166,29450
2019,Acura,ILX,43524,29500
2019,Acura,TLX,66378,29692
2019,Acura,ILX,54095,29900
2019,Acura,ILX,19786,29995
2018,Acura,RDX,76418,29995
2019,Acura,ILX,47616,29998
2019,Acura,RDX,90274,34998
2019,Acura,ILX,42727,30500
2019,Acura,TLX,50000,31990
2018,Acura,RDX,93659,32488
2018,Acura,TLX,41000,32488
2017,Acura,MDX,95075,32900
2017,Acura,TLX,17654,32995
2018,Acura,RDX,91247,32997
2019,Acura,TLX,64900,33500
2018,Acura,MDX,92243,34900
2020,Acura,RDX,97450,36488
2022,Acura,ILX,10000,35990
2019,Acura,TLX,26031,36988
2020,Acura,RDX,98000,37500
2020,Acura,TLX,34679,38790
2018,Acura,MDX,92907,38995
2018,Acura,MDX,42068,39888
2019,Acura,MDX,42081,40588
2020,Acura,RDX,30786,40995
2021,Acura,RDX,66960,42100
2020,Acura,TLX,53577,34788
2020,Acura,RDX,36582,42980
2019,Acura,RDX,67557,42999
2020,Acura,RDX,39727,43399
2019,Acura,RDX,47950,43890
2019,Acura,RDX,46456,44444
2021,Acura,TLX,18239,46800
2020,Acura,MDX,28598,48500
2021,Acura,TLX,5920,48888
2022,Acura,MDX,45300,65995
2020,Acura,RDX,59380,42994
2012,Acura,TL,279000,6955
2013,Acura,ILX,337883,6995
2008,Acura,MDX,268000,8900
2009,Acura,MDX,215000,8995
2009,Acura,MDX,195152,10990
2014,Acura,ILX,199205,11995
2012,Acura,MDX,250328,13988
2014,Acura,RDX,223931,13995
2011,Acura,MDX,215416,13999
2019,Acura,RDX,68268,37995
2012,Acura,MDX,205152,13999
2013,Acura,ILX,133200,14790
2012,Acura,MDX,243503,14988
2016,Acura,TLX,250507,14988
2012,Acura,MDX,189368,14988
2014,Acura,ILX,157899,14995
2011,Acura,MDX,178487,14995
2011,Acura,MDX,201185,14999
2014,Acura,ILX,168085,15725
2020,Acura,RDX,39100,44988
2012,Acura,MDX,169750,15990
2016,Acura,ILX,183958,15995
2016,Acura,ILX,108315,15995
2013,Acura,ILX,124100,16800
2019,Acura,TLX,58610,28495
2020,Acura,TLX,123026,32750
2018,Acura,MDX,118800,34488
2019,Acura,RDX,77186,36950
2019,Acura,RDX,68263,37498
2022,Acura,MDX,32865,62599
